Passenger_ID,Passenger_Name,Age,Gender,Nationality,Travel_Class,Flight_ID,Booking_Channel,Ticket_Price_USD,Satisfaction_Score,Satisfaction_Level
PS06351,Diya Wilson,32,Male,German,Business,FL03725,Airport Counter,252.0,3.4,Satisfied
PS06352,Kabir Taylor,39,Male,American,Economy,FL03909,Mobile App,680.0,3.8,Satisfied
PS06353,Karan Patel,34,Male,German,Economy,FL03455,Website,239.0,3.8,Satisfied
PS06354,Vikram Brown,35,Female,Australian,Economy,FL03732,Website,794.0,4.3,Very Satisfied
PS06355,Rahul Kumar,39,Female,Australian,Economy,FL01040,Mobile App,1041.0,4.5,Very Satisfied
PS06356,Olivia Reddy,61,Female,Indian,Economy,FL01753,Website,616.0,4.7,Very Satisfied
PS06357,Diya Wilson,75,Male,Singaporean,Premium Economy,FL04050,Mobile App,1044.0,4.4,Very Satisfied
PS06358,Ananya Nair,73,Male,American,Premium Economy,FL01039,Airport Counter,1215.0,3.2,Satisfied
PS06359,Rohan Sharma,27,Male,Australian,Economy,FL04975,Mobile App,1063.0,3.4,Satisfied
PS06360,Isha Thomas,32,Male,Indian,Economy,FL01871,Travel Agent,743.0,4.8,Very Satisfied
PS06361,Vikram Martin,51,Male,Indian,Business,FL03044,Mobile App,637.0,4.7,Very Satisfied
PS06362,Arjun Sharma,52,Male,Singaporean,Economy,FL01819,Website,1192.0,3.2,Satisfied
PS06363,Emma Kumar,74,Male,Australian,First,FL00656,Airport Counter,109.0,4.4,Very Satisfied
PS06364,Diya Kumar,30,Male,Australian,Economy,FL00054,Website,1072.0,4.8,Very Satisfied
PS06365,Diya Singh,43,Male,UAE,Economy,FL04580,Mobile App,353.0,5.0,Very Satisfied
PS06366,Aisha Thomas,29,Female,German,Premium Economy,FL04653,Airport Counter,1071.0,2.5,Dissatisfied
PS06367,Priya Thomas,69,Female,British,Economy,FL00245,Travel Agent,778.0,4.4,Very Satisfied
PS06368,Kabir Thomas,30,Female,Indian,Economy,FL03673,Travel Agent,1347.0,4.9,Very Satisfied
PS06369,Aditya Joseph,67,Male,American,Premium Economy,FL02313,Airport Counter,467.0,4.8,Very Satisfied
PS06370,Kabir Kumar,25,Male,American,Economy,FL03642,Travel Agent,1273.0,4.7,Very Satisfied
PS06371,Vikram Thomas,36,Other,UAE,Business,FL03862,Mobile App,1262.0,4.0,Satisfied
PS06372,Daniel Thomas,23,Female,UAE,Business,FL00874,Website,290.0,4.4,Very Satisfied
PS06373,Meera Nair,39,Female,Indian,Economy,FL00317,Website,1120.0,4.5,Very Satisfied
PS06374,Vikram Taylor,27,Female,Canadian,Premium Economy,FL01886,Mobile App,185.0,4.1,Very Satisfied
PS06375,Sneha Joseph,39,Female,Singaporean,Business,FL01112,Travel Agent,791.0,4.5,Very Satisfied
PS06376,Rahul Reddy,58,Female,Australian,Economy,FL04199,Website,83.0,4.5,Very Satisfied
PS06377,Rohan Reddy,35,Male,Singaporean,Business,FL04921,Mobile App,1092.0,5.0,Very Satisfied
PS06378,Aisha Gupta,56,Male,British,Business,FL00058,Travel Agent,871.0,4.4,Very Satisfied
PS06379,Rohan Nair,40,Male,German,Business,FL03784,Airport Counter,722.0,3.5,Satisfied
PS06380,Aditya Patel,71,Female,British,Economy,FL00508,Website,743.0,4.2,Very Satisfied
PS06381,Arjun Joseph,48,Male,German,Economy,FL04235,Mobile App,560.0,3.5,Satisfied
PS06382,Aditya Sharma,72,Male,Canadian,Economy,FL00247,Travel Agent,788.0,4.1,Very Satisfied
PS06383,Aarav Taylor,73,Female,Indian,Premium Economy,FL00093,Website,695.0,5.0,Very Satisfied
PS06384,Ananya Wilson,41,Female,British,Premium Economy,FL04566,Website,280.0,3.4,Satisfied
PS06385,Diya Thomas,23,Female,German,Business,FL02769,Mobile App,1414.0,3.1,Satisfied
PS06386,Aarav Wilson,19,Female,UAE,Economy,FL02676,Website,313.0,4.9,Very Satisfied
PS06387,Rahul Smith,48,Female,German,Economy,FL03034,Website,399.0,4.1,Very Satisfied
PS06388,Noah Iyer,35,Male,Indian,Premium Economy,FL04661,Website,99.0,4.1,Very Satisfied
PS06389,Isha Iyer,46,Female,American,Economy,FL00373,Mobile App,359.0,4.1,Very Satisfied
PS06390,Isha Thomas,73,Female,Indian,Premium Economy,FL02899,Travel Agent,1374.0,3.1,Satisfied
PS06391,Aisha Reddy,58,Female,Singaporean,Economy,FL03180,Mobile App,282.0,4.7,Very Satisfied
PS06392,Daniel Reddy,64,Female,British,Economy,FL02175,Airport Counter,592.0,3.9,Satisfied
PS06393,Sneha Gupta,57,Female,Australian,Economy,FL01733,Mobile App,121.0,4.1,Very Satisfied
PS06394,Vikram Joseph,42,Other,British,Economy,FL02568,Travel Agent,1053.0,5.0,Very Satisfied
PS06395,Meera Nair,35,Male,Canadian,Business,FL01121,Website,959.0,4.2,Very Satisfied
PS06396,Aisha Singh,62,Female,German,Premium Economy,FL01569,Website,558.0,2.6,Dissatisfied
PS06397,Aditya Reddy,67,Male,Indian,Economy,FL01824,Website,1415.0,2.9,Dissatisfied
PS06398,Rahul Kumar,49,Female,UAE,Premium Economy,FL00290,Travel Agent,1410.0,4.4,Very Satisfied
PS06399,Isha Taylor,18,Male,Singaporean,Economy,FL02665,Mobile App,1177.0,2.4,Dissatisfied
PS06400,Nisha Wilson,40,Male,Indian,Business,FL04561,Airport Counter,638.0,3.5,Satisfied
PS06401,Ananya Joseph,33,Female,Australian,Economy,FL01767,Mobile App,258.0,4.5,Very Satisfied
PS06402,Emma Sharma,52,Female,Singaporean,Economy,FL02197,Mobile App,884.0,5.0,Very Satisfied
PS06403,Isha Sharma,25,Male,Canadian,Economy,FL04605,Website,261.0,4.8,Very Satisfied
PS06404,Noah Brown,64,Male,American,Economy,FL04319,Airport Counter,1125.0,4.1,Very Satisfied
PS06405,Karan Sharma,26,Female,Indian,Economy,FL04302,Website,1215.0,3.6,Satisfied
PS06406,Aarav Martin,36,Female,Indian,Business,FL00202,Travel Agent,1387.0,3.8,Satisfied
PS06407,Kabir Reddy,24,Male,Singaporean,Business,FL00143,Travel Agent,576.0,4.5,Very Satisfied
PS06408,Diya Wilson,45,Male,German,Economy,FL02418,Website,784.0,4.3,Very Satisfied
PS06409,Noah Nair,37,Male,Australian,Economy,FL01075,Airport Counter,261.0,4.5,Very Satisfied
PS06410,Vikram Brown,46,Female,Singaporean,Economy,FL00634,Mobile App,886.0,4.5,Very Satisfied
PS06411,Priya Reddy,59,Female,Canadian,Economy,FL04795,Website,684.0,3.2,Satisfied
PS06412,Aarav Smith,58,Male,Singaporean,Economy,FL02740,Website,1428.0,4.1,Very Satisfied
PS06413,Priya Reddy,18,Female,Canadian,First,FL01613,Website,1177.0,5.0,Very Satisfied
PS06414,Noah Gupta,47,Male,Canadian,Business,FL04959,Airport Counter,475.0,5.0,Very Satisfied
PS06415,Aisha Thomas,54,Female,British,Economy,FL04398,Website,513.0,3.7,Satisfied
PS06416,Karan Taylor,63,Male,Indian,Economy,FL03471,Airport Counter,802.0,4.6,Very Satisfied
PS06417,Karan Iyer,23,Female,Indian,Economy,FL01413,Website,1258.0,3.5,Satisfied
PS06418,Nisha Sharma,18,Female,Indian,Premium Economy,FL00646,Website,852.0,4.1,Very Satisfied
PS06419,Sneha Taylor,38,Male,German,Business,FL04148,Travel Agent,737.0,4.2,Very Satisfied
PS06420,Aarav Smith,35,Male,British,Economy,FL02112,Website,1115.0,4.4,Very Satisfied
PS06421,Karan Smith,25,Male,Indian,Business,FL03565,Website,519.0,3.2,Satisfied
PS06422,Rohan Patel,36,Female,Singaporean,Economy,FL02327,Mobile App,747.0,3.8,Satisfied
PS06423,Rohan Sharma,58,Male,Canadian,First,FL04024,Mobile App,1304.0,4.7,Very Satisfied
PS06424,Arjun Singh,49,Female,Singaporean,Economy,FL01555,Mobile App,1367.0,4.4,Very Satisfied
PS06425,Meera Patel,66,Male,Indian,Economy,FL01161,Website,1101.0,4.8,Very Satisfied
PS06426,Vikram Taylor,59,Male,German,Economy,FL00727,Airport Counter,943.0,3.6,Satisfied
PS06427,Diya Martin,46,Male,German,Economy,FL02895,Mobile App,663.0,4.3,Very Satisfied
PS06428,Karan Kumar,71,Female,American,Economy,FL01411,Mobile App,201.0,4.8,Very Satisfied
PS06429,Daniel Patel,65,Male,American,Business,FL01568,Mobile App,1204.0,3.0,Dissatisfied
PS06430,Vikram Singh,56,Male,Singaporean,First,FL04992,Website,880.0,4.2,Very Satisfied
PS06431,Priya Nair,56,Male,German,Economy,FL02578,Travel Agent,257.0,4.8,Very Satisfied
PS06432,Ananya Brown,57,Female,American,Economy,FL04123,Website,949.0,3.6,Satisfied
PS06433,Sneha Wilson,66,Female,Canadian,Economy,FL04224,Airport Counter,970.0,4.2,Very Satisfied
PS06434,Arjun Iyer,62,Female,Indian,Business,FL04629,Website,847.0,4.1,Very Satisfied
PS06435,Isha Patel,54,Female,UAE,Business,FL00224,Website,1060.0,4.5,Very Satisfied
PS06436,Nisha Sharma,71,Female,Australian,Economy,FL02140,Travel Agent,1337.0,3.0,Dissatisfied
PS06437,Arjun Brown,49,Female,Australian,Economy,FL00764,Website,1352.0,3.8,Satisfied
PS06438,Emma Smith,49,Male,British,Economy,FL00726,Mobile App,1450.0,5.0,Very Satisfied
PS06439,Aarav Sharma,74,Male,Australian,Economy,FL02344,Airport Counter,1223.0,3.3,Satisfied
PS06440,Emma Wilson,68,Male,American,Economy,FL04087,Travel Agent,1380.0,4.0,Satisfied
PS06441,Aditya Brown,46,Male,British,Economy,FL02261,Website,812.0,3.1,Satisfied
PS06442,Sneha Kumar,61,Male,British,Premium Economy,FL03894,Travel Agent,286.0,4.7,Very Satisfied
PS06443,Vikram Thomas,24,Male,UAE,Economy,FL01295,Travel Agent,329.0,2.8,Dissatisfied
PS06444,Priya Thomas,70,Male,Canadian,Economy,FL02557,Mobile App,282.0,4.4,Very Satisfied
PS06445,Diya Thomas,29,Female,UAE,Business,FL02153,Mobile App,166.0,4.6,Very Satisfied
PS06446,Daniel Smith,21,Male,American,Economy,FL02335,Website,224.0,4.2,Very Satisfied
PS06447,Kabir Sharma,46,Male,Canadian,Business,FL03373,Website,420.0,3.5,Satisfied
PS06448,Karan Kumar,29,Male,Canadian,Economy,FL02653,Website,800.0,4.5,Very Satisfied
PS06449,Daniel Joseph,37,Male,Indian,Business,FL04982,Website,879.0,4.0,Satisfied
PS06450,Rahul Iyer,65,Male,Canadian,Premium Economy,FL03347,Mobile App,805.0,3.7,Satisfied
PS06451,Diya Sharma,73,Male,British,Business,FL03547,Website,247.0,3.9,Satisfied
PS06452,Olivia Smith,69,Male,Australian,Economy,FL01482,Mobile App,1111.0,4.3,Very Satisfied
PS06453,Aarav Thomas,47,Male,American,Premium Economy,FL02992,Mobile App,1051.0,4.8,Very Satisfied
PS06454,Nisha Wilson,69,Male,American,Economy,FL04191,Airport Counter,1448.0,4.0,Satisfied
PS06455,Aditya Martin,34,Female,American,Economy,FL00857,Mobile App,1451.0,5.0,Very Satisfied
PS06456,Aarav Taylor,31,Female,Australian,Business,FL01319,Website,303.0,2.2,Dissatisfied
PS06457,Aarav Reddy,65,Male,Canadian,Premium Economy,FL03680,Mobile App,1408.0,3.6,Satisfied
PS06458,Daniel Reddy,32,Female,Canadian,Economy,FL04140,Website,745.0,4.5,Very Satisfied
PS06459,Aisha Patel,22,Female,German,First,FL04396,Website,1131.0,4.5,Very Satisfied
PS06460,Emma Iyer,63,Female,British,Business,FL04160,Mobile App,1347.0,4.1,Very Satisfied
PS06461,Noah Kumar,26,Male,Singaporean,Economy,FL01635,Mobile App,926.0,4.1,Very Satisfied
PS06462,Vikram Nair,67,Male,UAE,Economy,FL00176,Mobile App,1359.0,4.6,Very Satisfied
PS06463,Ananya Taylor,46,Female,UAE,Business,FL03654,Website,238.0,4.3,Very Satisfied
PS06464,Aarav Iyer,27,Female,Singaporean,Premium Economy,FL04718,Mobile App,848.0,3.7,Satisfied
PS06465,Arjun Thomas,18,Female,British,Economy,FL01556,Mobile App,1300.0,4.1,Very Satisfied
PS06466,Aisha Smith,60,Male,British,Business,FL01787,Airport Counter,319.0,4.1,Very Satisfied
PS06467,Aarav Sharma,21,Female,British,Economy,FL04456,Website,438.0,3.9,Satisfied
PS06468,Priya Kumar,41,Male,UAE,Business,FL03418,Mobile App,656.0,4.2,Very Satisfied
PS06469,Priya Nair,25,Female,German,Economy,FL03306,Website,1327.0,4.4,Very Satisfied
PS06470,Isha Sharma,19,Male,German,Business,FL03856,Website,1081.0,3.7,Satisfied
PS06471,Sneha Wilson,52,Male,Australian,Economy,FL02817,Travel Agent,355.0,5.0,Very Satisfied
PS06472,Karan Joseph,57,Female,Indian,Premium Economy,FL03917,Travel Agent,1479.0,3.1,Satisfied
PS06473,Meera Kumar,19,Male,Canadian,Economy,FL00354,Mobile App,712.0,4.7,Very Satisfied
PS06474,Karan Kumar,27,Male,American,Economy,FL02644,Airport Counter,535.0,2.5,Dissatisfied
PS06475,Aarav Smith,73,Male,British,Economy,FL01197,Mobile App,776.0,3.8,Satisfied
PS06476,Aisha Singh,45,Female,UAE,Economy,FL00551,Airport Counter,1464.0,4.7,Very Satisfied
PS06477,Aditya Iyer,31,Female,German,Economy,FL03544,Travel Agent,868.0,5.0,Very Satisfied
PS06478,Aarav Wilson,22,Male,Singaporean,Economy,FL01287,Website,742.0,4.7,Very Satisfied
PS06479,Nisha Iyer,42,Male,Indian,Premium Economy,FL00102,Mobile App,530.0,4.5,Very Satisfied
PS06480,Aditya Singh,39,Female,American,Economy,FL03301,Mobile App,567.0,4.3,Very Satisfied
PS06481,Emma Wilson,46,Male,British,Economy,FL03497,Mobile App,1132.0,4.3,Very Satisfied
PS06482,Rahul Reddy,66,Male,American,Economy,FL04974,Website,1216.0,3.4,Satisfied
PS06483,Rohan Reddy,32,Male,Singaporean,Business,FL03337,Mobile App,921.0,4.2,Very Satisfied
PS06484,Aisha Kumar,60,Male,Singaporean,Economy,FL02685,Mobile App,1287.0,4.2,Very Satisfied
PS06485,Sneha Nair,75,Female,UAE,Economy,FL01404,Mobile App,936.0,3.6,Satisfied
PS06486,Arjun Wilson,51,Male,UAE,Economy,FL04657,Website,983.0,4.6,Very Satisfied
PS06487,Karan Patel,61,Male,Indian,Economy,FL04516,Mobile App,1404.0,3.6,Satisfied
PS06488,Isha Taylor,63,Male,Canadian,Economy,FL03410,Mobile App,369.0,3.4,Satisfied
PS06489,Vikram Reddy,40,Female,Indian,Economy,FL04933,Website,529.0,3.2,Satisfied
PS06490,Nisha Nair,69,Male,German,Economy,FL00735,Mobile App,283.0,3.8,Satisfied
PS06491,Sneha Brown,19,Male,Canadian,Economy,FL01737,Airport Counter,1159.0,4.1,Very Satisfied
PS06492,Noah Smith,61,Male,German,Business,FL00281,Mobile App,1248.0,4.2,Very Satisfied
PS06493,Meera Nair,18,Male,Australian,Economy,FL04610,Website,1156.0,4.2,Very Satisfied
PS06494,Olivia Kumar,62,Male,German,Premium Economy,FL03062,Airport Counter,272.0,4.2,Very Satisfied
PS06495,Isha Gupta,62,Female,UAE,Economy,FL04652,Website,644.0,3.9,Satisfied
PS06496,Vikram Gupta,34,Male,UAE,Economy,FL02765,Mobile App,1483.0,5.0,Very Satisfied
PS06497,Aarav Kumar,43,Male,American,Economy,FL03435,Mobile App,259.0,3.6,Satisfied
PS06498,Meera Thomas,57,Male,Canadian,Economy,FL02046,Website,686.0,4.1,Very Satisfied
PS06499,Arjun Brown,60,Male,Indian,Premium Economy,FL04637,Travel Agent,822.0,2.1,Dissatisfied
PS06500,Arjun Joseph,57,Other,UAE,Economy,FL04749,Travel Agent,471.0,4.1,Very Satisfied
PS06501,Ananya Iyer,25,Female,Singaporean,Premium Economy,FL02116,Mobile App,295.0,4.9,Very Satisfied
PS06502,Rohan Taylor,54,Female,German,Economy,FL04827,Travel Agent,668.0,3.8,Satisfied
PS06503,Rohan Wilson,29,Male,Indian,Premium Economy,FL02080,Website,788.0,3.3,Satisfied
PS06504,Karan Singh,25,Male,American,Economy,FL03566,Mobile App,350.0,4.8,Very Satisfied
PS06505,Sneha Reddy,29,Male,Australian,Economy,FL02759,Mobile App,405.0,4.7,Very Satisfied
PS06506,Meera Iyer,58,Female,Indian,Economy,FL03531,Website,411.0,5.0,Very Satisfied
PS06507,Aarav Patel,39,Female,Indian,Premium Economy,FL03384,Mobile App,638.0,4.2,Very Satisfied
PS06508,Karan Singh,44,Male,Indian,Business,FL03521,Airport Counter,640.0,4.5,Very Satisfied
PS06509,Meera Sharma,51,Other,Canadian,Business,FL00755,Website,1070.0,4.8,Very Satisfied
PS06510,Isha Brown,35,Female,UAE,Economy,FL02338,Mobile App,214.0,4.3,Very Satisfied
PS06511,Aditya Brown,22,Male,Australian,Economy,FL00837,Mobile App,1162.0,3.1,Satisfied
PS06512,Rahul Brown,45,Male,UAE,Economy,FL01883,Travel Agent,189.0,4.9,Very Satisfied
PS06513,Aditya Reddy,41,Female,Singaporean,Premium Economy,FL04883,Website,1278.0,4.5,Very Satisfied
PS06514,Ananya Martin,48,Female,Canadian,Economy,FL02127,Airport Counter,1372.0,4.1,Very Satisfied
PS06515,Rahul Singh,24,Male,Indian,Economy,FL03571,Travel Agent,1329.0,4.5,Very Satisfied
PS06516,Emma Gupta,45,Female,Australian,Economy,FL01650,Travel Agent,1094.0,4.1,Very Satisfied
PS06517,Aisha Gupta,26,Female,American,Economy,FL04230,Website,605.0,3.7,Satisfied
PS06518,Kabir Wilson,52,Other,UAE,Premium Economy,FL01047,Website,821.0,4.5,Very Satisfied
PS06519,Diya Singh,24,Male,UAE,Business,FL03252,Travel Agent,961.0,4.0,Satisfied
PS06520,Rohan Nair,41,Female,German,Economy,FL04095,Mobile App,71.0,2.5,Dissatisfied
PS06521,Nisha Wilson,42,Female,German,Economy,FL02798,Website,1437.0,4.9,Very Satisfied
PS06522,Daniel Sharma,25,Male,Indian,Economy,FL04334,Website,507.0,3.6,Satisfied
PS06523,Aisha Reddy,48,Male,American,Economy,FL02669,Website,1354.0,5.0,Very Satisfied
PS06524,Emma Wilson,43,Female,UAE,Premium Economy,FL01237,Mobile App,192.0,3.4,Satisfied
PS06525,Priya Martin,74,Other,Indian,Economy,FL02697,Travel Agent,662.0,4.1,Very Satisfied
PS06526,Aarav Taylor,71,Female,Australian,Economy,FL01334,Mobile App,1241.0,4.1,Very Satisfied
PS06527,Kabir Singh,39,Female,American,Economy,FL00415,Airport Counter,524.0,4.0,Satisfied
PS06528,Kabir Thomas,65,Male,British,Economy,FL01482,Website,620.0,5.0,Very Satisfied
PS06529,Meera Joseph,27,Female,British,Economy,FL00801,Mobile App,1108.0,4.1,Very Satisfied
PS06530,Aarav Patel,32,Male,Australian,Economy,FL02487,Airport Counter,737.0,4.1,Satisfied
PS06531,Noah Reddy,64,Female,American,First,FL00580,Travel Agent,1127.0,4.0,Satisfied
PS06532,Isha Patel,30,Male,UAE,Economy,FL04448,Website,803.0,3.7,Satisfied
PS06533,Noah Gupta,52,Female,Indian,Economy,FL04190,Mobile App,964.0,5.0,Very Satisfied
PS06534,Aisha Gupta,34,Female,Australian,Premium Economy,FL03342,Mobile App,638.0,4.0,Satisfied
PS06535,Nisha Wilson,41,Female,Indian,Premium Economy,FL02256,Mobile App,1344.0,4.5,Very Satisfied
PS06536,Karan Brown,32,Male,Canadian,Economy,FL02352,Website,243.0,4.0,Satisfied
PS06537,Olivia Taylor,64,Male,Indian,Economy,FL04874,Mobile App,253.0,1.8,Very Dissatisfied
PS06538,Diya Iyer,30,Female,Australian,Economy,FL04474,Website,1269.0,4.0,Satisfied
PS06539,Olivia Iyer,42,Female,Singaporean,Business,FL01867,Mobile App,923.0,5.0,Very Satisfied
PS06540,Priya Taylor,34,Male,American,Premium Economy,FL04269,Airport Counter,1260.0,3.8,Satisfied
PS06541,Aarav Reddy,60,Female,Australian,Economy,FL01604,Website,1129.0,4.1,Very Satisfied
PS06542,Daniel Kumar,64,Male,Canadian,Economy,FL01869,Website,1360.0,4.2,Very Satisfied
PS06543,Aarav Nair,69,Male,Australian,Premium Economy,FL01783,Website,597.0,3.8,Satisfied
PS06544,Ananya Smith,57,Female,Australian,Economy,FL02754,Website,701.0,4.5,Very Satisfied
PS06545,Priya Singh,72,Female,Australian,Economy,FL04404,Website,961.0,3.2,Satisfied
PS06546,Kabir Brown,58,Male,UAE,Premium Economy,FL00267,Airport Counter,1440.0,4.4,Very Satisfied
PS06547,Diya Patel,18,Female,German,Business,FL03799,Mobile App,658.0,5.0,Very Satisfied
PS06548,Arjun Brown,56,Female,Australian,Economy,FL04174,Mobile App,399.0,4.3,Very Satisfied
PS06549,Rahul Martin,30,Male,American,Premium Economy,FL02678,Mobile App,1294.0,3.5,Satisfied
PS06550,Aarav Iyer,66,Male,Canadian,Business,FL04224,Website,1373.0,4.2,Very Satisfied
PS06551,Vikram Reddy,33,Male,German,Premium Economy,FL01777,Travel Agent,859.0,2.3,Dissatisfied
PS06552,Olivia Patel,61,Female,British,Economy,FL04105,Airport Counter,197.0,4.6,Very Satisfied
PS06553,Daniel Iyer,29,Male,American,Business,FL02563,Travel Agent,726.0,3.8,Satisfied
PS06554,Aditya Nair,34,Female,Australian,Economy,FL04329,Travel Agent,802.0,4.1,Very Satisfied
PS06555,Ananya Singh,25,Male,Singaporean,First,FL00888,Mobile App,896.0,3.8,Satisfied
PS06556,Meera Brown,22,Female,Singaporean,Business,FL00129,Website,927.0,5.0,Very Satisfied
PS06557,Karan Wilson,19,Female,Australian,Economy,FL02508,Travel Agent,729.0,1.6,Very Dissatisfied
PS06558,Priya Reddy,72,Female,Singaporean,Economy,FL02935,Mobile App,492.0,4.6,Very Satisfied
PS06559,Arjun Iyer,29,Female,Australian,Premium Economy,FL03821,Website,1468.0,4.2,Very Satisfied
PS06560,Aisha Patel,71,Male,Canadian,Economy,FL01122,Website,1018.0,1.6,Very Dissatisfied
PS06561,Nisha Iyer,45,Female,Indian,Economy,FL04912,Airport Counter,509.0,1.2,Very Dissatisfied
PS06562,Meera Iyer,48,Male,American,Business,FL04894,Website,514.0,3.8,Satisfied
PS06563,Sneha Brown,52,Male,German,Business,FL03626,Mobile App,1249.0,5.0,Very Satisfied
PS06564,Daniel Joseph,63,Female,German,Economy,FL00139,Airport Counter,1042.0,4.1,Very Satisfied
PS06565,Nisha Reddy,56,Male,British,Economy,FL03959,Mobile App,608.0,3.7,Satisfied
PS06566,Diya Smith,44,Male,German,Business,FL01579,Travel Agent,477.0,4.1,Very Satisfied
PS06567,Olivia Smith,39,Male,American,Economy,FL02568,Travel Agent,447.0,3.6,Satisfied
PS06568,Arjun Singh,21,Male,American,Economy,FL04180,Mobile App,1231.0,4.1,Very Satisfied
PS06569,Emma Singh,41,Female,British,Economy,FL00788,Website,120.0,3.9,Satisfied
PS06570,Nisha Wilson,64,Female,Indian,Premium Economy,FL02505,Mobile App,1260.0,3.9,Satisfied
PS06571,Aarav Reddy,33,Female,British,Economy,FL00389,Airport Counter,1171.0,4.5,Very Satisfied
PS06572,Daniel Taylor,47,Male,Singaporean,Business,FL00766,Airport Counter,946.0,3.7,Satisfied
PS06573,Isha Patel,36,Male,American,Economy,FL02970,Travel Agent,99.0,4.0,Satisfied
PS06574,Daniel Thomas,50,Male,Australian,Economy,FL01171,Website,404.0,4.1,Very Satisfied
PS06575,Karan Singh,33,Male,German,Economy,FL04879,Website,1165.0,4.1,Very Satisfied
PS06576,Arjun Wilson,62,Male,Singaporean,Economy,FL01105,Mobile App,98.0,3.3,Satisfied
PS06577,Ananya Gupta,35,Female,German,Economy,FL03592,Website,281.0,4.8,Very Satisfied
PS06578,Priya Reddy,34,Female,Indian,Business,FL03912,Airport Counter,111.0,5.0,Very Satisfied
PS06579,Isha Gupta,43,Female,Indian,Economy,FL01984,Mobile App,834.0,5.0,Very Satisfied
PS06580,Kabir Brown,43,Male,Indian,Premium Economy,FL00125,Mobile App,267.0,4.7,Very Satisfied
PS06581,Rohan Martin,33,Male,Singaporean,Economy,FL02634,Website,929.0,3.2,Satisfied
PS06582,Emma Martin,55,Male,German,Economy,FL03672,Mobile App,530.0,3.7,Satisfied
PS06583,Nisha Singh,61,Female,British,Economy,FL03172,Travel Agent,1267.0,4.1,Very Satisfied
PS06584,Karan Wilson,28,Male,Indian,First,FL02552,Website,1212.0,4.3,Very Satisfied
PS06585,Karan Sharma,23,Male,German,Economy,FL00669,Website,706.0,4.1,Very Satisfied
PS06586,Isha Gupta,24,Male,Canadian,Premium Economy,FL02369,Travel Agent,369.0,3.6,Satisfied
PS06587,Karan Brown,70,Female,Australian,Economy,FL04682,Airport Counter,418.0,5.0,Very Satisfied
PS06588,Priya Sharma,36,Male,Canadian,Premium Economy,FL00537,Travel Agent,1043.0,5.0,Very Satisfied
PS06589,Emma Reddy,41,Male,UAE,Economy,FL02940,Website,1176.0,4.3,Very Satisfied
PS06590,Ananya Gupta,25,Male,German,Economy,FL04577,Mobile App,1391.0,5.0,Very Satisfied
PS06591,Ananya Singh,31,Male,UAE,Business,FL02087,Mobile App,601.0,2.4,Dissatisfied
PS06592,Aarav Nair,65,Male,Canadian,Business,FL02165,Airport Counter,948.0,3.6,Satisfied
PS06593,Rohan Singh,42,Female,German,Economy,FL01420,Website,763.0,3.7,Satisfied
PS06594,Diya Singh,39,Male,Singaporean,Economy,FL03593,Travel Agent,1412.0,3.8,Satisfied
PS06595,Rohan Taylor,44,Female,American,Economy,FL01060,Website,784.0,2.7,Dissatisfied
PS06596,Nisha Wilson,56,Female,British,Economy,FL04432,Mobile App,305.0,5.0,Very Satisfied
PS06597,Sneha Taylor,61,Male,German,Economy,FL04993,Website,246.0,3.5,Satisfied
PS06598,Rohan Reddy,47,Female,UAE,Economy,FL01066,Website,1117.0,3.0,Dissatisfied
PS06599,Rahul Thomas,40,Male,Canadian,Business,FL03403,Mobile App,201.0,4.8,Very Satisfied
PS06600,Aditya Iyer,63,Other,Canadian,Economy,FL00209,Travel Agent,249.0,4.7,Very Satisfied
PS06601,Meera Gupta,66,Male,Singaporean,Economy,FL04558,Travel Agent,1184.0,4.0,Satisfied
PS06602,Noah Thomas,23,Female,American,Economy,FL01810,Travel Agent,841.0,4.6,Very Satisfied
PS06603,Daniel Thomas,63,Female,Australian,Economy,FL04083,Mobile App,1343.0,3.9,Satisfied
PS06604,Diya Thomas,69,Female,German,Premium Economy,FL02315,Mobile App,161.0,4.8,Very Satisfied
PS06605,Karan Martin,71,Male,UAE,Business,FL04149,Mobile App,501.0,4.6,Very Satisfied
PS06606,Sneha Kumar,32,Female,German,Economy,FL02770,Travel Agent,1242.0,5.0,Very Satisfied
PS06607,Rohan Sharma,48,Male,Canadian,Economy,FL01339,Travel Agent,659.0,3.6,Satisfied
PS06608,Olivia Martin,75,Male,Canadian,Economy,FL01412,Website,114.0,4.2,Very Satisfied
PS06609,Emma Patel,48,Female,Singaporean,Premium Economy,FL02834,Travel Agent,1197.0,3.8,Satisfied
PS06610,Aarav Joseph,22,Male,Singaporean,Economy,FL00998,Travel Agent,1117.0,4.1,Very Satisfied
PS06611,Karan Nair,48,Male,Singaporean,Economy,FL04539,Website,709.0,4.1,Very Satisfied
PS06612,Vikram Brown,68,Female,Australian,Economy,FL00660,Website,536.0,4.4,Very Satisfied
PS06613,Rahul Martin,27,Male,Canadian,Economy,FL04503,Travel Agent,202.0,3.9,Satisfied
PS06614,Arjun Brown,61,Female,Canadian,Economy,FL03147,Mobile App,1275.0,2.3,Dissatisfied
PS06615,Daniel Taylor,43,Male,Indian,Economy,FL02777,Mobile App,95.0,2.1,Dissatisfied
PS06616,Emma Thomas,53,Female,British,Economy,FL04268,Airport Counter,717.0,3.8,Satisfied
